投诉问题,投诉对象,发布日期,投诉要求,投诉内容
 房贷不放款,宁波银行,2021年03月10日 14:58, 尽快放款 急用款,  你们好！ 本人作为房子的卖方，照常理催银行放贷的是买家，但是对于二手房的放贷时长，对于有改善需求的卖房影响实在太大，因此对于宁波银行高新区支行的极慢工作效率在此进行投诉！具体情况如下：本人有改善房屋的基本需求，一套老房子从开始洽谈卖出已经费时较长，从2020年12月份开始到2月份，历时2个月总算是完成了老房子的交易合同签订，于2月3日收到宁波银行贷款审批通过信息，2月4日过户并于2月5日一早去办理了银行抵押按揭相关手续。但是过了一个耐心等待的春节后，截止现在上班也已3周，从贷款审批通过到今日已1个月之余；高新区支行一直已贵局对于房产贷款对于宁波银行的管控为由，告知整个宁波银行的房贷放款业务受银保监的管控无额度放款，将问题推向银保监，本人实在不该想象，如偌大的宁波银行对于宁波市的二手房房贷业务停止，得影响多少有改善需求的民众，但在办理贷款按揭时乃至过户前都没有告知，老房子也已过户，但改善的房屋已选定，也提供给高新区支行个人改善房屋的真实信息目前实在别无他法，只能向贵局反应！诉求：希望贵局能向宁波银行查询本人的实际情况后（已通过微信把个人真实的改善需求发至宁波银行总行和高新区支行个贷部王经理处）对于迟迟未到的放款目前已经影响到我个人生活及产生了经济损失，如再不放款将造成本人大额违约金 希望协调尽快放款，而不是又是银行人员说让我继续等待，在此先行感谢贵局相关人员能进行相关工作！卖方：应迪 330227********2037买方：张敏 342222********3243     张青 362326********152X
 私自扣款,宁波银行,2021年03月03日 23:06," 改善服务,恢复还款额度",每笔贷款都是按时还款，每次还进去都会自动扣贷款，但是2月底有一笔一万贷款也是按时还款，没看清楚还款金额还缺0.91，收到催款短信后也按时还进去了，但是之前客服并没有告知后面还款需要手动还款，就晚了一天，第二天接到客服电话马上手动还款，结果还是被扣除所有额度；去年疫情基本收入很少加上老人动手术花了很多钱，现在一个娃读幼儿园，本人也是怀孕时期开销非常大，希望宁波银行直销银行能恢复还款额度，让本人暂时度过难关，也保证下次还款一定按时按金额还款。
 信用卡活动虚假宣传,宁波银行,2021年03月02日 23:52," 解释,赔偿",宁波银行信用卡app汇通生活搞得集牛卡，赢好运活动，送iphone12以及戴森吹风机，直到活动结束了。竟然一个都没有被兑换。1，活动从2021年1月7号到2月28号，只需要每天刷卡，就可以抽卡兑换奖品，但这2个月时间，基本每次刷卡都用宁波银行信用卡。最终什么没得到，2，我没得到没关系，但直到3月份，看到所谓的大奖竟然还在上面，只有3 4等奖有人兑换，请宁波银行解释下为什么大奖一个都没有送出3，当初宣传的时候是冲着iphone12以及戴森去的，结果最终都没被用户抽到，那这个原因为何，银行难道可以这么欺骗消费者嘛4，既然银行把这个活动放出来，不是就应该要承诺送出嘛，最终不送出的意思，以后是不是可以宣传特等奖100万，反正没人能中，这种虚假方式是银行该做的吗
 客服不同意,宁波银行,2021年02月26日 23:30, 协商分期还款,我现在累计欠款金额已超出我的还款能力，我想偿还但还是能力有限，想跟银行协商分期还款。我现在每个月工资6000左右，每个月的工资已经全部还进去了，可还是杯水车薪。为此我向朋友借了60000多。全部还进去了。已经把朋友都借了一遍。希望贵银行能给我这个机会，制定一个个性化的分期还款。希望贵公司同意我的请求。我这个月已经还了29442元
 高利贷,宁波银行,2021年02月26日 12:22, 提前还款无手续费,电话推销万利金业务，宣传广告和业务员声称20万每月利息700，每月偿还本金5556元分3年，但实际每月本金减少后利息还是700，长期下去利息相当高。发现上当后，想申请全额提前还款，却要收取5%未还款本金。现要求提前还款，并且免于支付提前还款手续费。个人手机17502110***
 合作商户不诚信,宁波银行,2021年02月25日 14:10," 解释,改善服务",电话推销万利金业务，宣传广告和业务员声称20万每月利息700，每月偿还本金5556元分3年，但实际每月本金减少后利息还是700，长期下去利息相当高。发现上当后，想申请全额提前还款，却要收取5%未还款本金。现要求提前还款，并且免于支付提前还款手续费。
 协商还款,宁波银行,2021年02月23日 15:05, 协商还款,因年前资金链断裂问题导致借款还不上，再还没资金断裂情况下都已经打过无数次银行电话希望协商还款，之后资金断裂再于银行沟通申请协商还款，可以两三天还一笔，不会一直拖欠，但银行态度非常恶劣，说没有这个业务，咨询银行客服一直说反馈反馈，等来的结果确是工作人员说，不管你打多少次电话我们就没有这个业务。跟宁波银行说要求停止催收，停止对家人催收，一直不听，希望停止暴力催收，帮我解决问题。
 协商未果,宁波银行,2021年02月23日 13:23, 改善服务,本人疫情期间失去工作所以逾期信用卡，疫情过后一直积极还款 积极协商 自称资产部此人联系我 我致电协商 不给任何余地  疫情失去工作谁也不想 故麻烦黑猫
 提前还款收手续费,宁波银行,2021年02月23日 10:03, 返款手续费,宁波银行万利金提前还款还要3%手续费，一共提前还款189***.67，收取提前还款手续费4895.31。
 信用卡协商还款,宁波银行,2021年02月19日 09:47, 协商还款,投资失败欠下债务，多次跟银行沟通申请个性化分期，银行态度非常恶劣，说没有这个业务，咨询银行客服一直说反馈反馈，等来的结果工作人员说，不管你打多少次电话我们就没有这个业务。跟宁波银行说要求停止催收，停止对家人催收，一直不听，希望停止暴力催收，帮我解决问题。
 协商不同意,宁波银行,2021年02月18日 20:37, 协商分期还款,因疫情和投资失败等原因，宁波银行信用卡汇通卡欠款14.5万，目前没有能力一次性还款导致逾期，逾期费用和违约金太高了，实在没办法承受，主动打电话要求协商分期还款，宁波银行拒绝协商，本人实在没有能力一次性还清，希望能够协商分期还款，银行电话一直催还全款。家里面有66岁父亲患有高血压和糖尿病，家庭确实很困难，所有经济来源都要靠我，举步维艰。希望能够帮忙协商处理一下。
 虚假宣传,宁波银行,2021年02月18日 15:05, 退款,宁波银行客服向我推荐万利金，称月利率0.6%，于是用了万利金。使用了一阵子，才发觉不对劲：我选择的是每月还本付息的方式，每个月都在还本金，但月利率却一直都按贷款总额的0.6%来计算，而不是按照剩余贷款总额的0.6%计算。现在想提前还款，发现需要缴纳3%手续费，非常不合理，推销的时候没有说清楚，要求取消3%手续费。
 不能协商还款,宁波银行,2021年02月16日 07:18, 允许协商还款,因本人存在资金方面的困难，想和银行协商还款，却告知无法协商还款。
 个人信息没有完全注销,宁波银行,2021年02月14日 17:11, 注销所有信息全部注销,你们宁波银行就是这样的态度，都说了注销我在你们宁波银行所有个人资料，你们还保留我用户信息干嘛，是想进一步监控我的银行卡的钱，你们敢这样做，我就去浙江省法院告你们。起诉你们。赶紧注销我的一切信息，最好不要想什么歪脑筋，否则有你们的麻烦，出了事你们逃不了干系，我想尽一切办法把你们名声搞臭，我天天投诉举报你们，告诉所有高层，
 客服服务态度差,宁波银行,2021年02月09日 13:35, 解释,本人一年多以前 办理宁波银行信用卡总额250***。因疫情原因 丢失工作由此逾期.2020年年末找到新工作开始积极还款，于此同时接到号称宁波银行工作人员催款 未提供先关工作证明。意思银行有政策有免息分期叫我 保持还款流水 。现我每个月还款3800。但是看到账单发觉利息都不够还 我就询问相关人员要还多少才能和银行协商免息分期到现在没有答复 ，问此人提供工作工号 和总行电话没有答复p
 不给注销帐号,宁波银行,2021年02月08日 17:22, 注销本人名下帐号,2月1号在支付宝开通的宁波银行电子帐号，18689465***注册的，现在要求注销帐号，解绑银行卡，跟他们客服沟通了，只回复了一句道歉，道歉就有用吗，现在我要求注销帐号，不然天天投诉举报加曝光，哪有宁波银行这样的，
 随意更改活动规则,宁波银行,2021年02月07日 17:05, 按原规则执行活动内容,宁波银行北京分行专区有个活动“老鼠爱大米”，需要用户每日登录宁波银行北京分行专区做任务参加（活动内容见图）。活动规定每月兑换时间为15日，用户通过线上兑换操作获得“提货单”，再选择线下支行领取（见图）本人12.15日第一次兑换并随后在附近支行领取成功。之后继续参加活动。一直到1.15再次兑换才发现该行偷偷更改了规则，不允许用户自行选择支行领取，要求联系理财经理预约。本人1.22联系理财经理程某，对方加了微信，询问我想去哪个支行领取（见图）。2.5又问了一遍。2.7日突然又说不能选择支行，必须去指定地点领，承认宁波银行中途修改规则（见图）本人认为，宁波银行活动进行中任意更改规则属于侵权行为；并且更改规则并未通知用户，以至于用户继续参加活动直到一个月兑换时才发现；如果一开始知道需要穿过半个城市去很远的地方领取，本人不会参加活动；而且，更改后的规则也并未说明不能选取领取地点（见图）。同时，在与理财经理上个月沟通时一直是可以选择领取支行的（见微信对话截图）。要求宁波银行北京分行按照原规则执行兑换，按照本人选择的支行就近领取
 直接贷还款问题,宁波银行,2021年02月04日 16:40, 减免不合理费用,本人通过京东金融借的宁波银行直接贷，因本人家庭发生变故导致资金周转困难，造成了逾期，本人逾期以来一直都有接催收电话，也在想办法解决问题，现在还款的时候发现本来只有四千七百多的账单，发生了违约金七百多，本人希望跟银行协商减免此笔费用，困难证明如下，感谢黑猫平台！
 跨行取款手续费过高,宁波银行,2021年02月04日 13:48," 退款,改善服务",取钱，之前都是手续费4元钱，这次收了50元
 暴力催收,宁波银行,2021年01月31日 18:49, 解释,10月份逾期的时候就跟银行打电话进行协商，没有协商下来，本人也表明了还款意愿，还把家庭住址直接暴露在信件上，
 客服服务态度差,宁波银行,2021年01月27日 11:36, 协商,前年，宁波银行推销给我直接贷，我当时就拒绝了，过了两天又给我打电话说你可以先申请名额，不用也可以，我当时就敷衍了事，答应了。还了一年多，由于最近疫情，导致工资收入低，我在厂里上班一个月6000多块，我跟客服商量能不能先息后本，客服不愿意，说要一次性还清。直接贷欠款是到2024年7月24日，客服要求一次性还清贷款
 客服服务态度差,宁波银行,2021年01月26日 10:44, 解释,催收多次打来电话我想与其协商还款，态度很强硬不允许还警告我要起诉我，之前因为选择了先息后本现在一下拿不出这么多钱，想重新选择分期
 允许协商还款,宁波银行,2021年01月24日 21:42," 改善服务,协商还款",由于上半年疫情导致工作不顺利，没什么资金，突然宁波银行直接给我额度封了，导致逾期，然后我打电话给他们公司协商还款，可是客服说不能协商必须提前，然后打电话骚扰我和我的家人
 诱骗套路贷,宁波银行,2021年01月20日 04:41, 免逾期利息，免罚息,催收约我协商说是带着诚意来，结果要我借建行快贷，我起初不答应，而催收逼我还，说什么逾期费用和罚息全免。 我还的9万明细流水账，也不提供。
 客服服务态度差,宁波银行,2021年01月12日 10:11, 允许协商还款,因资金不足 想和银行协商还款 多次电话联系都拒绝协商
 虚假宣传,宁波银行,2021年01月04日 21:33, 退款,在宁波银行使用了几年白领通服务，后宁波银行客服向我推荐万利金，称月利率0.6%，额度更多，于是改用了万利金。使用了一阵子，才发觉不对劲：我选择的是每月还本付息的方式，每个月都在还本金，但月利率却一直都按贷款总额的0.6%来计算，而不是按照剩余贷款总额的0.6%计算。
 终端设备故障,宁波银行,2020年12月27日 12:17," 解释,改善服务",本人从滴滴金融借钱8000，分成若干期还，本人已经于2020年12月25日完成了还款，但是宁波银行还不断给我发短信说我未还款，现在需要滴滴金融和宁波银行道歉并作出解释！
" 功能限制,钓鱼纠纷,冻结账户,虚假宣传,客服服务态度差,客服威胁我",宁波银行,2020年12月27日 10:11," 赔偿,解封账户,额度能循环使用,再先息后本一年",2019年宁波银行非要打电话给我叫借款，借了92000，银行要求我2021一月20号全额还款。借款的时候先息后本，我已经每月还利息1300多，还了1年。想跟银行协商还款，银行很霸道。望黑猫平台做主。
 虚假宣传,宁波银行,2020年12月23日 09:15," 退款,免除提前还款违约金",2020年2月宁波银行此前不停有人打电话推销万利金，那次好像是有88折的券，推荐我办理，我办了十万的分期。2020年9月，宁波银行客服人员在微信再次推荐我办理万利金，继续模糊实际利率和手续费，让我误以为利率不高。前几天朋友告诉我，每个月还固定本金和利息，后面实际利率是越来越高的，我打电话要求提前还款，宁波银行要扣除我3%的违约金。宁波银行虚假宣传万利金，误导消费者买单，我要求宁波银行减免我提前还款违约金
 万利金手续费利率,宁波银行,2020年12月21日 14:51, 免除手续费,两个月前贷款30w，写的利率五折是0.35，但是后来算下来每个月还款本金加手续费，实际上手续费是百分之七，已经还了两期本金加手续费，现在想提前还款，但是宁波银行要求我还本金百分之三的手续费，要求免除手续费，否则投诉到银监会
 直接贷,宁波银行,2020年12月21日 12:12, 协商,由于今年6月份宁波银行业务员电话打给我说叫我办理直接贷当时我拒绝！第2电话又打来叫我办理直接贷！还说还有几个名额叫我身边朋友也去办理，当时我办理了！有7W金额额度！利息高的离谱！现在呢就是说我现在在厂里一个月工资才4千一个月！无力偿还！他们还电话打到我单位！弄的我现在上班都没心情！我的人身被威胁！我希望宁波银行给我一个协商分期还款！当时是你们业务员电话打给我办理直接贷！而不是我本人自愿！你们电话都打了2个给我！我希望宁波银行给我分期还款！让我减少压力！而不是一天天电话打来！希望投诉进度快点
 万利金利率高还款费高,宁波银行,2020年12月09日 23:17, 免手续费,宁波银行银行借款17万，每个月还款13076，本金在减少但是利息每个月714不变，提前还款还要3000多的手续费
 贷款暴力催收,宁波银行,2020年12月07日 19:06," 解释,改善服务",宁波银行暴力催收，本人多次联系协商还款无一次能够协商还款，在能联系我的情况下，联系村委会，暴力催收，要求赔偿、致歉、消除影响，附件图片为宁波银行我协商还款通话记录
 虚假宣传,宁波银行,2020年12月05日 12:19, 兑现礼物,宁波银行北京西城科技支行李洋等四名业务员于11月12日到我们公司食堂办理开卡业务(开登记就送杯子或护颈，开卡支付一元送锅，激活权益送拉杆箱)，因为当天我没带身份证所以没办，只是做了登记；第二天带了身份证去开了卡，支付了一元钱，但是没有给锅，说是没运过来；过几天微信询问，说预计下周三送来(11月25日)，直到现在一直未送过来，微信找她也不回信息了！
" 贷款手续费太高,提前还款强制收手续费",宁波银行,2020年12月02日 12:29," 退款,赔偿,减免",本人现在欠宁波银行的万利金贷款，本金是46万元多一点，每个月还款10369.5元，手续费高达3726.9元。办理的时候说的很好听，费用每个月0.6%，一年也就7.2%。现在算上手续费和利息，一年就有27个点的利息费用，每个月是2.25%，是当时说的快4倍了。单算手续费的话，每个月还的1万多块钱里，手续费就占了36%，每个月手续费高达0.8个点，一年是10个点。然后想提前还款，说必须出3个点的手续费，还得给他们吃小2万块钱。11月14号就跟他们商量说手续费就算了，本金还了，以前的钱算了。一直拖着，拖到22号，说别让逾期。这明摆着就是不想让提前还款，进度很慢。反正也不急，估计是吃准了我们怕逾期，按时出手续费和利息。要不就拖着等人逾期，然后还可以收罚息和滞纳金，算得一笔好账。然后催款电话过来，跟他们协商，就是不行，还说不还款要走流程起诉我。怪不得宁波银行股价那么高了，生财有道，财源滚滚。现在诉求是：1、免除提前还款手续费；2、已付手续费要按承诺的0.6%为标准，把每个月多还掉手续费退给我，涉及金额10000块钱。
 虚假宣传,宁波银行,2020年11月26日 11:42, 全额还款，免手续费,销售说10万元钱，每月付息280元。实际办下来，发现我享受不到这个低利息，实际付的利息第一个月就高于280元，之后每个月随着还本，利息递增。例如我这次借了20万，平均分成24期，每期还款200***/24=8333.34元，那么最后一个月我只欠银行8333元的时候，还要付利息560元。
 虚假宣传,宁波银行,2020年11月26日 11:09, 解封账户,实际利率远高于宣传的利率，还有3%的提前还款手续费，要求撤销这笔借款
 软暴力催收,宁波银行,2020年11月16日 14:08, 改善服务,本人2019年9月份在宁波银行直接贷贷款50000元，年息20，先息后本，并且是推销电话打过来的，宁波银行直接贷利息每个月都有支付，直到2020年6月份开始，在没有逾期的情况下，明知本金还不上了，多次与平台沟通请求先息后本帮我延一年，多次协商，宁波银行均不同意并且在我逾期后并未失联的情况下联系我的家人
 协商不同意,宁波银行,2020年11月16日 10:19, 协商分期还款,疫情后，宁波银行信用卡5万，万用金8万，没有能力一次性还款，主动打电话要求协商分期还款，宁波银行拒绝协商，实在没有能力一次性还出，协商分期还款。银行的催收不停打电话给我母亲及家人。我希望有事就找我个人就可以，我一直保持和银行的电话联系，他们打电话就是一次性还款，不能协商分期还款，母亲年纪大，万一出身体问题。
 虚假宣传,宁波银行,2020年11月04日 12:30, 免除提前还款违约金,2020年3月，宁波银行客服经理打电话推销所谓的万利金，当时说得天花乱坠，说刚好有利息打折优惠券，推荐我办理.在他们工作人员的说服下，我办理了35万万利金5年期，每期还本付息，（销售人员当时就是不断地模糊手续费和月利率的概念，误导消费者，我还了8个月的利息和本金之后，我才发现这里面利息其实很高，因为后期本金很少但利息跟之前一样，这算起来都有10%多，发现利息计算不是当初宣传的那样，我就申请提前还款，办理时也说是可以提前还款，但却要高额的提前还款手续费，剩余本金3%，要9000多，这算起来比高利贷还高。所以强烈要求宁波银行帮我免掉所谓的提前还款手续费，让我尽快还清贷款！！！
 万利金手续费过高,宁波银行,2020年11月03日 16:06, 要求减免万利金手续费,万利金手续费太高，要求减免，提前还款还要还3%的手续费，一共还款205***.4，收取手续费6175.34
 虚假宣传,宁波银行,2020年10月27日 21:24, 解释,我又不是本地客服，一直推销有二十万代款，要电话又要银行卡，95574电话是宁波银行真的吗我把验证码都发过去了。
" 功能限制,合作商户不诚信,虚假宣传",宁波银行,2020年10月19日 19:59," 解释,改善服务",无法操作还款，宁波银行和滴滴出行互相推卸责任，一直都说了要二类户还款，但是没有人理我，也不给我回复，就是让我换银行卡没用！
 虚假宣传,宁波银行,2020年10月15日 10:41, 退款,本来白领通6里还款递减的 这个万力金说给什么7折手续费优惠卷 以为比万力金低 就去万力金借款5万，结果借款成功才发现没办法提前还款，而且还款方式说等额本息，太坑了这种还款方式前前后后加起来还要多还几千块，希望可以免去1500的无良手续费让我提前还款。
 擅自收取变更手续费,宁波银行,2020年10月12日 17:27, 退款,2019年10月17日，通过万利金借款30万，分36期还款。同年11月2日，将分期数由36变更为95。变更前，特地看了下说明，没写要收手续费，于是放心变更了。但在同年11月26日发现账单中多了一笔分期变更手续费，金额14583.33元。遂联系推荐办卡的银行工作人员要求退款，无果。对比一下当时的分期变更页面和现在的分期变更页面中的“温馨提示”，可以清楚看出当时是没有提示变更手续费的。
" 功能限制,合作商户不诚信,虚假宣传,资金流失",宁波银行,2020年09月26日 18:22," 退款,解释",1、宁波银行万利金宣传给客户批信用额度，完成后给一张信用卡，可以随时提取使用，但其实是实际的额度不是他告诉你的额度，内部非常复杂。2、办理额度时告诉我可以随时提取使用，现金也行，转账也行，而当我提取额度的时候，只能到宁波银行的信用卡或者借记卡，而当时并未告知，因为我没有借记卡，只有一个选择就是提取到信用卡，我以为到了信用卡之后可以转账。结果发现不行，我问客服人员，是否可以转账或者取现，微信客服告诉我不能取现，取现就是信用卡透支的取现，只能办一张宁波银行的借记卡转到卡里，于是在欺骗之下我又办了一张借记卡，后发现提取到信用卡里的钱根本转不到借记卡里，我再问客服时说没办法了。3、第二天，我打客服电话，跟我说是可以提现的，就应该昨天直接从卡里取现出来。但是今天是账单日，相当于你提取的额度又自动还了，没有了。4、结果就是我用了3万元的额度，一天的时间，钱并没有拿出来，我也并没有任何使用，产生了450元的费用。现在我没有用到任何的资金，欠了银行450元。相关证据我也有，暂不上传，等待银行的解释。
 提前还款手续费,宁波银行,2020年09月26日 08:58, 减免手续费,万利金提前还款要手百分之三的手续费，太高了。要求减免手续费。
 拒绝协商解决,宁波银行,2020年09月17日 18:19, 协商解决,今年遇到疫情没法还上直接贷贷款，想继续还利息，过几个月好点把还上，多次致电客服想协商解决，宁波银行拒绝协商。
" 暴力催收,言语威胁",宁波银行,2020年09月17日 16:57, 停止催收,言语威胁 暴力催收 无法正常工作 根本不听
 冻结账户,宁波银行,2020年09月14日 16:02, 解封账户,本人在宁波银行丽水分行，有笔20万经营性循环贷款，每半年还一次，到期时间是2024年7月。今年7月到期前，银行还打电话问我到期还款有没有问题，我说周转一下没问题。本想还一下就可以转出来，我就提前几天准备了钱还进去，当我要用的时候发现，这笔钱已被冻结，事先也没有告知，我们一点准备都没有。本来疫情期间就经营非常困难，没有现金流。毫无准备的断贷，使我企业经营和，家庭生活都异常的艰难。望宁波银行能响应，财政部，银保监会等部门的通知要求，切实考虑企业困难。
 私自拨打骚扰电话,宁波银行,2020年09月08日 10:23, 解释,本地区无宁波银行，也无相关业务，最近连续拨打本人电话，给本人造成骚扰。要求立即终止，改进方式。
 欺诈,宁波银行,2020年09月08日 01:33, 按说好的5折手续费,2020年8月31日和宁波银行经理谷浩淼谈好一笔20万的信用卡万利金借款，可以给我5折优惠。当时太信任他了，系统当时只能5.5折，他说可以给我做到5折。让我等账单日就看到了，谁想账单日手续费是原价。
 私自扣款,宁波银行,2020年09月07日 23:54," 退款,解释",申请的是万利金60期贷款项目，12期满后，因利率较高提前还款，8月18日跟客服沟通后，让我在9月12日前往账户里打入剩余的12万本金还款即可，结果发现8月18日多了一笔3600元的分期提前还款手续费计入在内。也同时黑猫投诉里很多因宁波银行万利金提前还款收取头续费的集体投诉。强烈要求银行能将这3600元归还。
" 地域歧视,不给河南某些地区开卡",宁波银行,2020年09月05日 18:21," 解释,改善服务,道歉",因工作原因，公司工资要打到宁波银行卡上，去了三家宁波银行均不给开卡，其中南裕支行说过程繁琐，麻烦，需向上级汇报等理由拒绝开卡；鄞东支行和鄞州支行均以我是河南某些地区中的人，拒绝开卡。耽误了我的大量的时间和精力，给我带来很多麻烦。
 收取高利息,宁波银行,2020年09月03日 20:43, 要求结清,本人于2016年向宁波银行做汇通易百分卡_分期融的贷款，金额为350***，当时做生意需要资金周转，分期36个月还款。每个月等额还款是11823元，从未逾期过，一直还到2019年4月份，共计还款33期，金额390***元。最后三期我实在是没有办法还全额，我就开始还最低还款，一直还到现在，最低还款已经还了40000多，累计我已经还了430***元多。我们是诚心在还钱，所以一直在还高利息的最低额度，但是今年疫情，我真的是没办法，现在还欠银行7000多，我多次打电话给银行要求协商结清，但是对方只說要这个月再把最低还款还进去，已经把我的情况登记了，后续会有人跟我协商，但是两天了，没人和我协商。我们是一直诚心还款，350***万的贷款已经还到430***了，希望银行也能人性化处理。希望黑猫也能帮帮我。
" 客服服务态度差,暴力催收",宁波银行,2020年08月27日 20:44," 改善服务,赔偿",宁波银行在可以联系到我的情况下直接联系公司老板进行催收。在我还完当期之后打电话过来要求换完全部分期威胁不换继续打公司电话
 高额利息,宁波银行,2020年08月27日 14:44, 退还超过规定的利息，,宁波银行年利率到达25.74%，已超出国家规定的利息，属于高利贷，要求宁波银行退还超出国家规定的费用。
" 钓鱼纠纷,虚假宣传",宁波银行,2020年08月22日 05:39," 退款,改善服务,赔偿",由于使用了p2p产品，宁波银行忽悠说利率很低，万利金40万可以贷36期且每期利息不变，结果到还款时，万利金提前还款还要收3%手续费，家人知道后计算年利率达到15%左右，随心分贷款60万年利率达到9%，由于宁波银行高额贷款，且利率太高，提前还款手续费太高，利滚利，现在借钱偿还还要收高额手续费，在不清楚贷款人是否有能力还款的情况下给刚毕业一几年没有资产的毕业生贷出一百万的高利贷款，这不是有意钓鱼坑害不懂的年轻人嘛，助长年轻人做错事，现在只要求降息，免除提前还款手续费
 万利金分期虚假宣传,宁波银行,2020年08月21日 00:31," 退款,改善服务",2019年在宁波银行业务经理宣传下办理了万利金20万8年分期，结果每月实际还款额比宣传的还款计划多出200+，实际利率严重高于宣传利率！近日准备提前还款，得知需付3%手续费近6000元，与宣传不符且不合理！希望免除不合理手续费
 虚假宣传,宁波银行,2020年08月07日 00:24, 免除提前还款违约金,去年底办理了宁波银行的万利金。业务经理说利息很低，只有7%还打8.8折，可办理下来，发现他们利息计算方式完全不一样，实际利率达到11%，存在欺诈行为。我在app上办理提前还款，却要求高达3%的提前还款手续费。在办理时并未说明违约金情况，利率上已经跟实际不符，又要求收取奇高手续费。现我要求提前还款，并免于支付提前还款手续费！
 虚假宣传,宁波银行,2020年08月06日 16:18, 免除提前还款手续费,2018年宁波银行北京分行上公司推销信用卡业务，销售人员告知授信高、分期灵活，年限长，年化利率7.2%，当时正好需要资金消费，于是办理了万里金业务。总共办了4笔，2018年7月22日办理了30万92期，2018年7月23日办理了4万元12期（已经正常结束），2019年11月9日办理了18期，还结余249***.88的本金。还了近两年后发现总金额在减少，但每月的本金是不变的，手续费也是一直按当初的总金额收取，测算了一下实际年利率高达14%，压根不是年化利率7.2%，通过手续费的方式偷换了利率的概念。我今天致电宁波银行，希望提前还款，客服告知我要收取3%的手续费，我就纳闷了，每期我都给你还了手续费，现在提前还款，并没有产生后续的费用，为何要我承担？你们还涉及虚假宣传，隐瞒了手续费与利率的巨大差别，特此向贵平台进行投诉，要求免除我提前还款的手续费，谢谢！
" 冻结账户,账单还清后还有账单",宁波银行,2020年08月04日 11:28," 改善服务,解封账户",还是要改善服务态度和APP的漏洞，宁波总部服务人员很不错，到上海这边服务态度不行，打电话口气不对！之前没怎么注意信用卡不能使用，现在发现信用卡无缘无故异常状态，上个月已经陆续把未出账单的10多万全额还清后，发现还有一百多账单。之前投诉过，可以参考我前一个投诉宁波银行的记录，当时宁波的确在20多天后把多扣的手续费免除了，但又出了个乌龙，还有一期6900多-2900左右的手续费，4000左右的账单，我也归还了，结果查了一下还有不到200的账单？
 虚假宣传,宁波银行,2020年07月23日 00:05," 退款,赔偿",我于近日在宁波银行手机客户端使用其产品，在使用万利金产品中对产品未做详细描述，误导客户使用，实际年化利率很高(超过15)，此产品为高利贷产品，严重违反国家发布的引导银行让利的大政方针，且在取消订单后需要缴纳大量手续费，此条款为霸王条款且在条约签订过程中不明确，严重侵犯客户利益。
 贷款自动扣费失败,宁波银行,2020年07月20日 16:57, 改善服务,在滴滴金融申请的宁波银行贷款服务，自动代扣失败，强制要求还款卡必须是宁波银行电子账户。联系客服表示必须使用宁波银行电子账户还款，其他合作银行有限额。但是app上提示有8家支持银行，且这些银行都不限额。另外客服要求我自行关注还款情况，可是app不允许单期提前还款，必须等还款日自动扣，自动扣又失败。
 电话骚扰,宁波银行,2020年07月14日 12:30, 改善服务,在宁波银行贷款犹豫换工作，工资到15号才发放，可是贷款到期是12号，逾期第一天就开始电话催收，解释也没用，第二天又打电话，还带走威胁性语气，希望宁波银行能合理的处理下
 虚假宣传,宁波银行,2020年07月12日 19:17," 退款,解释,改善服务,解封账户",19年年底的时候宁波银行来我工作室推广万利金 在办卡员的销售下办理了以利率0.5%的万礼金 大致就是一万一个月利息50元左右的意思 但是没有详细的介绍产品 在不懂的情况下被诱导了办理了高达60期的分期 再用了几个月之后才发现这款产品整个高利贷5年之内差不多要还接近5万的利息外加每期的本金 利息高的吓人又在本人不知道的情况下冻结了信用卡没有短信和电话通知 对于这种情况很难相信这个银行 后期的宁波总行专访人员也告知了万礼金使用三个月的情况下可以免违约金   现在只想归还剩余的钱  然而卡被冻结了很多账单都无法显示   也和办卡的人员沟通提钱归还 但是确说违约金要本金百分之5% 看到黑猫很多情况和我一样的受难同胞 我现在只能靠黑猫平台为我做主了  我算最苦逼的被欺骗又被无缘无故冻结  如果我不缺钱一定不会用万礼金 相信宁波银行可宁波银行就是这样欺骗我吗
 冻结账户,宁波银行,2020年07月04日 21:20, 解封账户,用该行信用卡10多年了，一直都有正常还款，本月还款后银行单方面冻结我的卡，也没有告知我，疫情刚结束就开始冻卡，你们银行是专业雪上加霜吗？亏我用了这么久你们的信用卡，也不是只有你们一家信用卡，其他银行的都没给我冻结，就你们家牛逼？
" 客服服务态度差,暴力催收",宁波银行,2020年07月03日 14:54, 暴力催收,宁波银行在没有与我有沟通的情况下，直接联系我的紧急联系人。但我之前有主动联系他们还款事宜，他们没有同意。之后直接联系我紧急联系人
 合作商户不诚信,宁波银行,2020年06月30日 17:27, 退款,宁波银行以做业务为由来我公司进行推销，第一次送免息券可无息15天，且可以随借随还，到期后第二次选择同样的方式借钱后，却说至少要借款一个月，且年化利息高达14%，提前还款也要按一个月计息，咨询后宁波银行工作人员说用券的规则和正常借款的不一样为理由进行搪塞，明显是在误导我们消费者，榨取消费者的高额利息！！！
