投诉问题,投诉对象,发布日期,投诉要求,投诉内容
" 恐吓,恐吓,恐吓，罚息太高",南京银行鑫梦享,2021年01月12日 11:52, 道歉,百度有钱花当时是一万额度，放款方是南京银行。目前还有三千多没还清，确实今年事情比较多，还有三千多没还，我是打算过几天分批还的，可是我那天看了一下，罚息也太高了，而且南京银行那边给我发信息说是起诉我，冻结名下财产，我想说一句，我什么时候说不还了，如果不还的话，我会还到还剩三千多吗，我本来已经规划好了还款计划，南京银行有必要这样吗，实在不行的话，我只能往银监会那说明了
 违约金,南京银行鑫梦享,2021年01月09日 00:56, 退款,"一共借了鑫梦享10万，4年每个月还2937.还了8个月就是利息8千。目前我已经逾期19天，想一次性还清，结果出个违约金百分之5,就是我借了9个月要还1W3.数目太大，还有就是工作人员一直骚扰家人（不停的敲门放催告函）和单位，利息抽了那么多还要违约金。能不能撤销违约金一次性付清，"
" 利率,利率利息,征信,征信",南京银行鑫梦享,2021年01月08日 18:30," 道歉,改善服务,撤销处罚",本人因肺结核，暂时无法工作，没有资金来源，暂时无法还款。希望放款方作一个停息挂账的处理
 暴力催收,南京银行鑫梦享,2021年01月06日 20:44, 改善服务,疫情期间暴力催收，让客服加我微信催收，还骚扰我及我的家人
" 功能限制,退款不及时,合作商户不诚信,虚假宣传,私自扣款,资金流失,客服服务态度差",南京银行鑫梦享,2021年01月05日 19:57," 解释,改善服务,解封账户",第三方催款 威胁恐吓我和我的家人 不是不还钱是因为现在资金没到账还没发工资 疫情期间做生意赔了不少 现在只能进厂打工来还钱 我还有个六岁的儿子 要养 但是你们第三方不能这么没人性大催债 把人逼疯 天天催 没钱怎么给你们 非要把人逼死吗
 鑫梦享收取高额利息,南京银行鑫梦享,2020年12月30日 18:11, 正确计算借款利率,在南京银行贷款了10万，当时说贷款年利率是8.5%，但是等到贷款批下来以后说是18%，客户经理说没事不用管，但是看到本金跟还款金额后，计算了一下利率都高达10.5%了，我的贷款金额是10万，还款总金额是写着141***.97元，我觉得太不合理了，然后6个月后再次还款还算提前还款，需要支付5%的违约金
 砍头息,南京银行鑫梦享,2020年12月24日 05:17, 退款,下款后通过pos机刷走8760元，说是先付利息具体这个费用请做出合理解释。
 高利贷违约金5个点,南京银行鑫梦享,2020年12月18日 13:36, 提前还款减免违约金,本人贷款南京银行诚意贷15万，没有提过违约金！他们贷款我了一半的时候可以循环接就是还就去的本金还可以借出来！我借了三次，这三笔都在还！利息一个比一个高已经高达年18个点利息，这是银行利息吗，高利贷！我要提前还款！可是我看到提前还款违约金5个点，太高了我无法接受！试问哪个银行能给违约金5个点，这不是高利贷是什么！我要投诉他们给我减免违约金
 暴力催收把人往死里逼,南京银行鑫梦享,2020年12月17日 10:40, 减免利息和罚息,通过唯品会借款，出资方是南京银行，因为遇到困难逾期，主动跟平台和银行沟通协商还款一个月无果，南京银行催收人员态度极其恶劣，各种威胁和冷暴力挖苦和讽刺 一直拒绝协商还款把人往死里逼 并且他们一笔款项可以循环借出收多笔利息 比高利贷还高利贷
 征信上报不合理,南京银行鑫梦享,2020年11月29日 12:30, 整合借款记录,按照央行新规，循环额度多笔借款要整合成一笔在征信报告显示，但是我的借款记录一笔都没整合，到账我借款记录过多，仅仅南京银行的借款记录高达40多笔，可能对我公务员政审已经车贷房贷造成巨大影响
 鑫梦享收取高额违约金,南京银行鑫梦享,2020年11月28日 19:18, 取消高额违约金赔款,本人在南京银行申请一笔消费鑫梦享贷款20万，3年36期，放款前工作人员说的月利息6.8%利率，放款后月利息变成是14.74%利率，前后完全不符，存在欺骗行为，比民间高利贷还要高，前六个月还款6874.45元全是利息高额利息，当我提前还清时南京银行鑫梦享告诉我要收取本金外的5%违约金，这样算下来超过20%的利率了，首先需要说明是当时办理贷款时银行工作人员并没有说明结清需要收取如此高的违约金。严重背离国家政策，存在敲诈欺骗行为，建议银监会能彻查此事，及时终止霸王条款。
" 打电话催收,每个月都有还款,骚扰，停止催收",南京银行鑫梦享,2020年11月20日 15:34," 解释,停止催收。骚扰。",当时借款为六千，一直还这呢，为什么一直打电话催收骚扰。已经严重影响到生活
 协商还款，,南京银行鑫梦享,2020年10月22日 22:58," 改善服务,协商还款",望银行高抬贵手，协商还款，多给点时间，给负债人条活路吧，谢谢了
 退款路径问题,南京银行鑫梦享,2020年10月20日 22:44, 退款,我在2020年10月19号凌晨两点零五分预定了KTV包房，随后在微信用我绑定的南京银行乐花卡里支付了包房金额488元人民币，第二天我取消包含订单后退款并没有退回我微信钱包，并且在退回488元人民币之前我已经把乐花卡里面的钱还了。
" 功能限制,冻结账户",南京银行鑫梦享,2020年10月13日 11:10, 解封账户,之前本来是工商银行的还款账户 还款当天被改成了南京银行电子账户 而且电子账户还被无效。现在更改也更改不了 还款也还不了。现在都显示逾期了
 违规放贷,南京银行鑫梦享,2020年10月12日 14:19, 解释,本人没有还贷能力，鑫梦享为什么要放贷给我
 功能限制,南京银行鑫梦享,2020年10月08日 20:02," 改善服务,解封账户",在唯品会取现贷款28800因为疫情再加上现在怀孕了导致还款逾期，多次与南京银行催收员协商处理，延期或者分24期还款，每月少还一部分，催收员就是不予理会，不断打电话我还说我恶意骗贷款，我又不是不还，只是现在有困难，已还3期 当时也没仔细看要还多少利息，逾期过看一下利息太高了 ，砍头息太多 借28800要还32302.08 再加上逾期罚息578.88。我太难了。
 提前还款高额违约金,南京银行鑫梦享,2020年10月06日 13:08, 取消违约金,本人从2020年初开始多次向南京银行鑫梦享进行贷款，一直按时还款。之前多笔贷款提前还款一直都没有收违约金。一直到2020年10月6日，想将剩余未还本金部分提前结清，可是现在南京银行非要本人承担剩余未还本金5%的违约金，请问南京银行凭什么不要脸敢违规收取违约金。 南京银行在本人在申请贷款时，没有重点将提前还款违约金文字加粗或者以更清楚明了的方式体现。现在年化已经18点多的利率，为什么提前还款还需要承担5%的高额违约金，南京银行就是在欺诈误导消费者，和消费者玩文字游戏。现在疫情期间本人消费力已下降不少，想到利率这么高想提前还款居然还要收取如此高的手续费？请问南京银行如此操作如何不令借款人心寒？为什么要让消费者为这种不合规，不合理的高利贷买单？
 提前还款高额违约金,南京银行鑫梦享,2020年10月05日 11:42, 取消提前还款违约金,本人2019年5月通过中介服务机构像南京银行贷款30万，一直按时还款。当时通过中介机构介绍，与中介联系时并未告知是向哪家银行可以贷款，但是告知可以联系到利率较为低的贷款，中间收取2%的手续费，用来打点银行，当时谈的时候是5个点左右的年化利率，带到银行后告知利率5点多可以做，在视频远程录像时利率有告知11点的年化利率，当时有问客服经理为什么是11点多，客服经理告知不用管视频的实际是只有5点多，当时就没多想，想着中介也确认是5%.因为按未还款时第一笔算是5点多，但是后面查纪录才发现利率计算上有差异。中间存在误导欺骗消费者的行为，两方微信发布信息都显示5点多，现在发现利率过高想提前还款，却还要支付剩余本金5%的违约金，这么重要的信息当面沟通时并未重点强调告知，当时还问能否提前还款说可以但要半年以后一年有一次机会，就一直以为可以还。没有关注违约金的事，因为很多银行都可以提前还。基于信任的前提感觉南京银行也挺正规的，目前的疑虑：现在年化已经11点多的利率，为什么提前还款还需要承担5%的高额违约金，这样算下来快20%的年化利率了，还提供房产证等做的贷款。2.如果正常为什么方面聊时告知5点多的利率，中介机构也告知5点多。希望平台能给予帮助，前面的当交了学费，希望提前还款能免除高额不合理的违约金。
" 套路贷,虚假消费购买合同",南京银行鑫梦享,2020年10月04日 21:21," 解释,赔偿",  南京银行客户经理在我们进行诚易贷时为我们提供了购买消费合同，我的消费合同是购买数码设备，另一位受害人是红木家具合同，这两笔消费都没有实际进行，我们也不认识商家。贷款下来的金额为嫌疑人使用。  原因是我意识到上当受骗后和另一位受害人沈女士沟通细节得知，嫌疑人通过同一个金融中介机构的客服经理和同一个银行的客户经理让两名女性为其贷款。事发后反应到银行，银行不承认有此行为，且多次拒绝提供我们当初贷款消费购买合同的复印件。
" 催收,高利贷",南京银行鑫梦享,2020年09月24日 19:34," 解释,降息",本人去年10月份通过51公积金管家里的鑫梦享诚意贷借款80000元，在此期间每个月贷款都是正常还款的，因单位和本人接触劳动合同，现在属于失业状态，本月由于失业逾期几天，有南京银行鑫梦享的工作人员致电第三方透露我借款的信息，法律有明确规定是不允许向第三方透露借款人的信息的，我现在要求南京银行鑫梦享停止暴力催收，并协商后面的借款方案，我每月还款金额也2350元，其中包含本金1334元，另包含利息1016元，分48期还，年利率超过国家标准，现在国家要求的年利率不能超过15%，我要求充重新调整借款方案，谢谢！
" 恶意催收,恐吓",南京银行鑫梦享,2020年09月11日 11:17," 赔偿,协商还款",本人由于过去不懂消费观念。从17年借一两千元开始，拆东墙补西墙，到前段时间10万了。终于，在前段时间还不上款，才知道问题很严重了。家里父母年级大了，但是，还是东借西凑帮我还了5W，现在余下不多了，想自己努力工作还款，但是还是逾期了，我并没有电话不接，短信不回，但银行委托第三方，一直说是我是故意电话不接，短信不回，逃避，不还款，我是有难处，但是，他们仍然，一天给我打十几个电话，并恐吓，并给我家打话。让我家里担惊受怕，一直反反复复强调，我电话不接，短信不回，逃避，不还款，要去法院起诉我，告诉，吓我。我欠南京银行2.4W。希望领导重示，今年钱确实太难赚了，困难重重，不是不还，只是目前困难。一天十几个电话，都不能好好上班，怎么还款。
 故意制造还款逾期,南京银行鑫梦享,2020年09月09日 21:23, 切换回原还款银行账户,从该App借款至今半年多了 从未恶意逾期从上个月开始一次借款（弹个小窗提示开通电子银行账户）未放款 、之后我原本每月还款的建设银行不见了被南京鑫梦享强制改为该行电子账户 造成使用不方便无法支付宝转账 且所在地区无该行网点 恶意制造逾期
 泄露隐私 骚扰恐吓,南京银行鑫梦享,2020年09月09日 16:50, 赔礼道歉 停止骚扰,本人因治病困难没有按时归还南京银行网贷逾期20多天，几次与客服沟通延期，但南京银行没有给予回馈，外派催收私人电话每天十几个催收电话态度很差威胁还款，还爆我通讯录，屡次打我家人、同事和单位电话，给我生活和工作造成很大困扰，精神恍惚。
 违规收取违约金,南京银行鑫梦享,2020年09月08日 10:25, 销提前还款违约金," 2020年1月17号本人向南京银行（诚易贷）申请一笔消费贷款（年息14.4% 分36期还清 还款方式：等额本息），在疫情期间贷款本人已还款有7个月，每月还款本金+利息6874.45，现在想将剩余未还本金部分提前结清，可是现在南京银行不受理，非要本人承担剩余未还本金5%的违约金（剩余本金：167***.47元 合计违约金：8376.5元）本人在疫情期间一直保持着良好的还款记录。 现在本人提出以下几点质疑： 1. 本人在申请贷款时，不清楚南京银行的合同条款，且合同条款里面没有重点将提前还款违约金已文字加粗或者以更清楚明了的方式体现。南京银行就是在欺诈消费者，和消费者玩文字游戏。 2. 正式的贷款合同本人没有签字确认，且在办理后没有相关合同能给到本人。也就是本人对于合同条款不清楚。南京银行事后没有做到相应的贷后管理，。 3. 贷款的消费用途并不是用于装修房屋，关于消费凭证和消费用于属于不实信息。南京银行工作人员提供虚假信息材料来隐瞒重要事实来让客户完成下款，而自己完成业绩。 4. 当时办理贷款的时候我与南京银行业务人员约在咖啡厅内，本人明确告知贷款用于投资，理财。请问这样的用途也能完成贷款下发吗？南京银行胆子就这么大，违反国家政策，默许客户资金流向房地产股市投资理财领域吗？和真实的消费用途完全背离。请问这样的贷款南京银行为什么不监管，为什么能下款？5,银行工作人员还指导我将贷款的资金发放下来后直接转到第三方账户后取现金出来用来防止追责，说白了就是把钱洗干净了 6. 疫情原因导致本人的还款能力急剧下降， 剩余本金也是拼凑起来想还给银行不做失信人员，难道南京银行这样操作是想让贷款坏账 让消费者成为失信人员吗。在大环境这样的情况下对南京银行保持很大的质疑，并会向银保监投诉。"
 客服不处理,南京银行鑫梦享,2020年09月07日 17:09," 道歉,解释",我与今年疫情期间，在唯品花申请的贷款。一共分期了10笔循环贷款金额为15000整。前段时间因为我个人身体状况住院了一段时间，没有经济来源，导致了我的账单逾期.8月份我好几次主动找客服协商无果。今天客服打电话说要起诉我，给我发律师函，态度相当强硬。要通知我家人及户籍所在地村委会。我希望相关部门能够给予处理及道歉。期间已经严重影响到我的正常生活了
 暴力催收,南京银行鑫梦享,2020年09月01日 17:55, 改善服务,在唯品会取现贷款三万元，因为现在怀孕了导致还款逾期，多次与南京银行催收员协商处理，延期或者分24期还款，每月少还一部分，催收员就是不予理会，不断打电话我还说我恶意骗贷款，我又不是不还，只是现在有困难，南京银行催收员还说要起诉我发律师函。
" 合作商户不诚信,非法贷款",南京银行鑫梦享,2020年08月26日 13:10," 退款,解释,改善服务,赔偿",2019年八月份   在毛豆新车网贷款买车   当时签合同时只有租赁合同   没有贷款合同   不知道贷款咋下来的   银行没有见过本人   签名从哪来的？   如果按照他们这个样搞   我是不是随便捡个身份证就可以去贷款了？   
 收取5%手续费,南京银行鑫梦享,2020年08月25日 20:36, 免去5%违约金,315金融消费者维权-南京银行谁给你的胆子违规收取违约金 2018年1月10号本人向南京银行申请一笔消费贷款（贷款年息11.87%），贷款本人已还款有2年多时间，现在想将剩余未还本金部分提前结清，可是现在南京银行不受理，非要本人承担剩余未还本金5%的违约金，本人现在还有剩余未还本金112***元，按照南京银行不合理的规则条款本人需要承担5611元。请问南京银行凭什么不要脸敢违规收取违约金。 现在本人提出以下几点质疑： 1. 本人在申请贷款时，不清楚南京银行的合同条款，且合同条款里面没有重点将提前还款违约金已文字加粗或者以更清楚明了的方式体现。南京银行就是在欺诈消费者，和消费者玩文字游戏。 2. 贷款的消费用途并不是用于购买汽车，关于消费凭证和消费用于属于不实信息。南京银行工作人员提供虚假信息材料来隐瞒重要事实来让客户完成下款，而她自己完成业绩。 3. 当时办理贷款的时候一名南京银行男性工作人员去我单位核实我的信息，本人明确告知贷款用于投资，理财。请问这样的用途也能完成贷款下发吗？南京银行胆子就这么大，违反国家政策，默许客户资金流向房地产股市投资理财领域吗？和真实的消费用途完全背离。请问这样的贷款南京银行为什么不监管，为什么能下款？ 4. 另外本人现在收入已经出现大幅度降低，已经降低相应的还款能力，现在借了剩余本金来履约还款，南京银行居然还不要？ 综合以上事实陈述，南京银行违规发放贷款，现在客户要求提前还款为什么要承担相应的违约金？请问你们南京银行都违规在先，为什么要让消费者为这种不合规，不合理的高利贷买单呢？
" 暴力催收,威胁恐吓,电话短信骚扰",南京银行鑫梦享,2020年08月25日 10:45, 停止暴力催收,本人经朋友介绍在南京银行北京分行呼家楼支行办理鑫梦享诚意贷，以前每期按时还款，从未逾期，今年受疫情影响，收入骤减，无力还款，跟客服沟通协商延期还款，后又委托第三方催收公司对本人进行暴力催收，电话短信骚扰
 暴力催收,南京银行鑫梦享,2020年07月09日 11:42," 道歉,改善服务",因为今年疫情影响，资金比较紧张！南京银行诚易贷暴力催收，每天都是几十个电话，以前试过还了也照样轰炸，严重影响正常工作和生活
" 暴力催收,工作时间电话骚扰,已家庭地址威胁",南京银行鑫梦享,2020年07月08日 10:21," 道歉,作出处罚,停止暴力催收,停止工作骚扰",1.暴力催收，以家庭地址威胁2.工作时间电话骚扰3.承诺还款时间，还是不罢休，并以家庭地址威胁
 月利率超高百分之十五,南京银行鑫梦享,2020年07月06日 09:35, 反息免息,于2017年9月在南京银行贷款 50000元 ！中介费5000 元月利率百分之十五 一共需要还款70000余元！超出法律规定的利息！在疫情期间没有工作要是无力偿还 ，现已还清50000元 ，要求免息
 结清问题不上报,南京银行鑫梦享,2020年07月02日 12:24, 马上上报我的结清信息,买房办房贷，银行方要求征信上的贷款都显示结清才行，本人早已经于一月前结清南京银行的贷款，但是南京银行迟迟不上报，信息还停留在五月初，其他银行都已经更新，只有南京银行迟迟不解决，房贷在即，真的等不了了，请马上解决，
" 功能限制,冻结账户,客服服务态度差",南京银行鑫梦享,2020年06月28日 11:03," 改善服务,解封账户,恢复额度",我在南京银行的鑫梦享消费贷，还款一直良好，突然被停止授信额度，联系了客服，客服也说不清具体原因，近期疫情期间，很多需要用钱的地方，南京银行随意停止用户授信，给客户造成很大不变，银保监会也有规定，不得随意降低终止用户授信，抽贷等。希望南京银行能恢复我的授信额度
 非法放贷,南京银行鑫梦享,2020年06月26日 10:09," 退款,赔偿,作出处罚,撤销处罚",南京银行北京分行在本人不知情的情况下非法放贷给金融公司，导致本人名下有一笔贷款。
 贷款利率调高,南京银行鑫梦享,2020年06月21日 02:10, 退款,南京鑫梦享在本人不知情的情况下，循环借款的年利率从15.01%调高至23.40%。本人多次循环贷款也一直按时还款一直都是15.01%，后续还款才发现鑫梦享从后台将借款利率上调。侵犯借款人的权益，要求鑫梦享讲贷款年利率调整至15.01%，并且退回之前提升8.39%的利息等费用
 提前结清还需要手续费,南京银行鑫梦享,2020年06月20日 18:24, 不接受手续费,1.贷款三年了才知道年化率13.97 ，当初并不知道这么高2.提前结清，剩余66180元 要收3309元的违约金，太高了，当初并不知道要收这么多费用，收费太高极不合理
" 客服服务态度差,骚扰家人，",南京银行鑫梦享,2020年06月20日 10:15," 改善服务,停止骚扰",本人3月份在南京银行鑫梦享借款25000分9期，每期3055，已经还了2期，第3期因为疫情生意差，门店关了，就断了经济来源导致逾期，第3期已经想办法还了2000，还差1000，想跟客服协商，客服协商不了，现在已经催收骚扰我家人，我妈已经快气出高血压心脏病，已经对我家人造成伤害，我并没有说我不还，只是确实困难，再说我本人欠的钱，我自己还，为什么要骚扰我家人，这严重影响了本人父母身体，我需要对方停止骚扰
" 暴力催收,骚扰",南京银行鑫梦享,2020年06月19日 19:37," 道歉,作出处罚",由于前夫逾期，南京银行相关人员多次用不知名手机座机等拨打我的电话，在已经告知对方我已与欠债人无关系没联系的情况下，依旧多次不分时间的打电话，问其姓名工号便立马挂断电话。因多次来电骚扰已经严重影响工作生活，对我造成精神困扰！
 暴力催收，威胁其家人,南京银行鑫梦享,2020年06月19日 18:39," 道歉,作出处罚,撤销不良记录",我在度小满的网贷平台借了5000块，已经还到最后一期1700多，碰上小孩6月要开学需要用钱，所以没有全额还完，但是我已经把身上的600块先还进去了，只剩1100多，想着月底发工资就一次性结清，但是客服还是一天十几个电话发过来不停的骚扰催收，迫不得已又跟朋友借了500还进去，剩下600多，过了几天又将公司报销批下来的300还进去，就剩下381块而已，几次跟客服沟通能不能等到月底再结清，但是客服不同意，还用一个私人的手机号码发短信过来威胁我和家人朋友逼迫我还款，态度极差！我只不过才拖了十几天，怎么就变成了严重逾期？怎么就变成恶意欠款？我也不是不还啊，我有跟客服协商，说了我会在月底全部结清，几百块不过就延迟一下，但是客服不同意那我能怎么办？难道真的要以死相逼吗？
 暴力催收，恶意骚扰,南京银行鑫梦享,2020年06月19日 18:02," 赔偿,道歉,协商还款，停止催收",年前投资资金困难在有钱花上借了钱，后期投资失败，正好碰上疫情，三四个月没有收入，从上个月开始逾期全面爆发，跟当时催收人员已说明情况，协商还款，然后催收人员除了让我处理逾期，就是还全款，不跟我协商，还未经我允许给我爱人打电话，严重影响我们的正常工作和生活，导致我爱人要和我离婚，公司跟我解除劳动合同，跟催收人员说，跟我说的就是我自己的原因，是，欠债还钱，天经地义，我从来没有说不还，只是疫情原因，协商一个更好的还款方式，这个基本权利都没有，每天都得等着电话来，没有一次敢不接，不知道是谁给你们的权利，还跟我要我同事老板的电话，威胁我爆我通讯录，有个工号2012的女的还冤枉我，还有一个r13工号的郑州催收，姓郝，我从来没有说过不还钱，即使我现在重新找的工作不吃不喝也不够，只是在我能力范围内找一个最合适的解决办法，根本就不和我协商，威胁我来我单位，我住宅地上门催收，法院起诉，希望能得到处理，六月初我在聚投诉已经投诉过，问题还是没有得到解决，每天还是打电话威胁我
 客服服务态度差,南京银行鑫梦享,2020年06月17日 12:55," 解释,改善服务",本人在快易花平台借款，由于疫情原因导致逾期两个月，资金方为南京银行，现在本人已提前全部结清，现在要求快易花平台，帮我恢复个人人行征信，疫情属于不可抗拒力量，根据国家相关规定，应给予相关处理，恢复个人银行征信，谢谢。
 停止暴力催收,南京银行鑫梦享,2020年06月15日 15:41, 改善服务,本人因为目前怀孕，还带个2岁的小孩，没能力出去工作，之前还没逾期的时候跟唯品会他们协商过延期或者是分期，他们说会帮我处理，需要的我都提控上了，也没得到一个明确的回复，直到还款日了，才回电话说不行，导致现在逾期了，目前也没能力还那么多，想让他们帮我分个期到时候能出去工作了就慢慢还上
 非法放贷,南京银行鑫梦享,2020年06月11日 08:34," 赔偿,作出处罚,取消贷款",南京银行北京分行，2019年5月21日在我不知情的情况下非法给我本人放贷136***元！对我产生了巨大的影响！请求有关部门处理南京银行（北京分行），给我做出赔偿，取消贷款。
 恶意催收，骚扰,南京银行鑫梦享,2020年06月11日 00:33," 改善服务,停止骚扰",疫情期间，南京银行逾期20天就上门催收，还是晚上上门，骚扰我的家人直到晚上10点多才离去。我已经尽我的能力还了部分贷款，一开始说叫我还三千利息，后续帮我重新分期，后面又说不可以重新分期。又说叫我还四千，后续的还款以后再说。所谓的银行政策朝夕令改，不知道是否真的是南京银行的工作人员。请南京银行关注！停止骚扰！
" 暴力催收,恶意骚扰,涉及隐私",南京银行鑫梦享,2020年05月30日 13:51," 停止骚扰,道歉,降息",1、每天十多个电话暴力催收2、3分钟5个电话打爱人和加人，恶意骚扰，已经违法3、威胁恐吓要求停止暴力和恶意的违法催收，请走合法途径和流程
 恐吓威胁,南京银行鑫梦享,2020年05月19日 10:17, 改善服务,本人再百度有钱花上的南京鑫梦享的逾期了  不是说不还 之前也还过很多期 确实是遇到困难 一个姓张的催收 晚上7点40还在打电话给我  各种威胁恐吓 本来就是抑郁症患者 说我 老赖 严重伤我自尊和侮辱
 私自扣款,南京银行鑫梦享,2020年05月11日 17:45, 退款,315金融消费者维权-南京银行谁给你的胆子违规收取违约金 2019年8月20号本人向南京银行申请一笔消费贷款贷，，年息14.4%），贷款299***.本人已还款有8月时间，想将剩余未还本金部分提前结清，可是南京银行不受理，非要本人承担剩余未还本金5%的违约金，按照南京银行不合理的规则条款本人需要承担请问南京银行凭什么不要脸的收取违约金 现在本人提出以下几点质疑： 1. 本人在申请贷款时，不清楚南京银行的合同条款，且合同条款里面没有重点将提前还款违约金已文字加粗或者以更清楚明了的方式体现。南京银行就是在欺诈消费者，和消费者玩文字游戏。 2. 正式的贷款合同本人没有确认，且在办理后没有相关合同给到本人。本人就只有一张纸也就是本人对于合同条款不清楚。南京银行事后没有做到相应的贷后管理，。 3. 贷款的消费用途并不是用于购买家电，关于消费凭证和消费用于属于不实信息。南京银行工作人员提供虚假信息材料来隐瞒重要事实来让客户完成下款，。 常州富邦房地产公司与银行相互勾结把房贷换成消费贷，南京银行胆子就这么大，违反国家政策，默许客户资金流向房地产这和真实的消费用途完全背离。请问这样的贷款南京银行为什么不监管，为什么能下款？ 5. 另外本人现在收入已经出现大幅度降低，已经降低相应的还款能力，现在借了剩余本金来履约还款，南京银行偏偏多收百分之五，南京银行违规发放贷款，客户要求提前还款为什么要承担相应的违约金？请问你们南京银行都违规在先，为什么要让消费者为这种不合规，不合理的高利贷买单呢。迫于压力最后还是把违约金还了，请问，提前还款凭什么要收这么高的违约金，而且我之前几个月还的根本不是本金而是利息，如果我之前几个月还的的是本金那么还适当违约金还在理上，本金几乎没还全是先收利息。，你们就这样套路人吗，凭什么分期付款先收利息再收本金，多收的利息我也认了，请将违约金还给我。
 没办过此卡且还被借款,南京银行鑫梦享,2020年05月07日 22:57, 解释,于2020年5月初在征信中心查到南京银行股份有限公司有一张银行卡，开立日期于2019年8月30号——到期日期于2021年8月14号。此南京银行卡被借款1500金额，分24期还款。请给予我本人详细的解释。
" 功能限制,不给借款",南京银行鑫梦享,2020年05月07日 13:27, 放款,在鑫梦享借款有快一年了，没有逾期，今年借款不给下款，现在急用钱，却不给下款了
 催收影响生活营业,南京银行鑫梦享,2020年04月15日 21:44, 道歉及赔偿,本人个体工商户，因疫情原因不能营业，2月份疫情时期贷款也按时还清，3月份门店没有复工实在没有收入，因银行没有政策只能逾期，逾期后一开始沟通还可以，也还了一部分贷款，毕竟现在门店没有什么收入，和银行沟通没有下文，于是开始暴力催收，上门威胁，门店威胁，恶意刷门店评价，已经影响正常经营，导致恶性循环更无力偿还，现希望银行给个说法，与正常有工号的银行员工协商还款相关！
 提前还款手续费,南京银行鑫梦享,2020年04月14日 15:16, 取消不合理高额手续费,2018年9月本人向南京银行申请一笔消费贷款鑫梦享15万，4年期48个月分期，本人已还款18个月，目前剩余10万，现在想将剩余未还本金部分提前结清，可是现在南京银行不受理，非要本人承担剩余未还本金5%的违约金，请问南京银行凭什么不要脸敢违规收取违约金。 现在本人提出几点质疑：1、本人在申请贷款时，不清楚南京银行的合同条款，且合同条款里面没有重点将提前还款违约金已文字加粗或者以更清楚明了的方式体现。南京银行就是在欺诈消费者，和消费者玩文字游戏。 2、另外本人因疫情收入已经出现大幅度降低，已经降低相应的还款能力，现在借了剩余本金来履约还款，南京银行居然还不要？ 客户要求提前还款为什么要承担相应的违约金？为什么其它银行提前还款没有违约金，而南京银行有，且违约金还如此之高，简直就是打着银行的旗帜，却在大行高利贷之事。
 收取高额违约金,南京银行鑫梦享,2020年04月09日 12:31, 取消提前还款违约金,银行营业部的贷款业务员诱导客户办理附带高违约金的贷款。开始讲利息低只有有7点几，结果实际办理贷款时才告知实际年利息要12%，虽然利息不低，但也可以接受。但是其中提前还款违约金条款，告诉客户高额违约金（5%）是行业通行做法，用错误信息误导客户签署贷款合同。这个就是他们套路，先用低息借口吸引你贷款，再用高违约金防止你提前还款，因为他们银行同时还有别的贷款产品，相同的客户条件，利息低（百分之7点多）而且没有违约金，但这些信息业务员在办理贷款时不告知客户，故意隐瞒欺骗。我于2019年1月7日在南京银行办理了贷款30万元，实际贷款29万9000元，分成了2笔48期，当前已经还款14期。在发现高额违约金不合理，要求南京银行免除提前还款违约金时，银行以各种理由（话术套路、要求客户提供各种不合理证明/手续文件等）不断制造障碍和拖延办理。基于以上事实，现要求南京银行1，办理提前归还全部剩余贷款的手续；2，免除完全不合理的高额违约金。
 虚假宣传,南京银行鑫梦享,2020年04月05日 21:33, 改善服务,平台上面明明有额度确怎么也借不出来有点忽悠人和虚假宣传。
 骚扰,南京银行鑫梦享,2020年03月29日 14:23, 解释,天天打电话骚扰催收，同时还派人上门骚扰催收，还发催收函威胁我，我已经和银行说明了情况，但还是不停的催收骚扰，希望停止骚扰，协商解决。
" 功能限制,冻结账户,高利贷 无故断贷",南京银行鑫梦享,2020年03月24日 13:10," 解释,赔偿,解封账户",涉嫌高利 复利 砍头 望调查 而且无故断贷 是风险控制 还是恶意致人逾期 收取高额的逾期费用 违约金
 高利贷式违约金,南京银行鑫梦享,2020年03月18日 21:28, 不承担违约金,本人要求提前还款却要收取高额违约金2019年6月18号本人向南京银行申请一笔消费贷款目前本人已还款六个月多，现在想将剩余未还部分提前结清，可是现在南京银行不受理，非要本人承担剩余未还本金5%的违约金！足足高出他行10倍的违约金！ 按照南京银行不合理的规则条款本人需要承担6590.84元。 一般银行都不会收取违约金，最多收取0.5%的违约金。请问南京银行怎么就敢违规收取他行10倍的违约金！ 现在本人提出以下几点质疑： 1. 本人在申请贷款时，不清楚南京银行的合同条款，南京银行贷款办理后也没有提供贷款合同，只给了还款计划表。但是，还款计划表里面没有说明提前还款会有违约金。贷款办理录音过程中，南京银行办理人员并没有提到任何关于提前还款会产生违约金的话，南京银行根本就是在欺诈消费者！ 2. 贷款的消费用途并不是用于装修，南京银行工作人员主动提供虚假信息材料来让客户完成下款，增加业绩。 3. 当时办理贷款时，本人明确告知南京银行工作人员，贷款用于投资房产。请问这样的用途也能完成贷款下发吗？南京银行怎么就敢违反国家政策，默许客户资金流向房地产股市投资理财领域吗？请问这样的贷款南京银行为什么不监管，为什么能下款？ 4. 另外，经济不景气，本人今年收入大幅度降低，希望提前还款减少负担，没想到南京银行竟然要收取如此高利贷式的违约金，简直是晴天霹雳。 综合以上事实述，南京银行违规发放贷款，现在客户要求提前还款为什么要承担高利贷式的违约金？请问你们南京银行违规在先，为什么要让消费者为这种不合规，不合理的高利贷买单呢？
